,UNITID_P,INSTNM,BRANCH,Address,City,State,ZIP,sector_cd,Sector_desc,men_total,women_total,Total,WEAPON12,DRUG12,LIQUOR12,WEAPON13,DRUG13,LIQUOR13,WEAPON14,DRUG14,LIQUOR14,FILTER12,FILTER13,FILTER14,pub,year
4871,192970001,Memorial Hospital School of Radiation Therapy Technology,Main Campus,1275 YORK AVE BOX 22,NEW YORK,NY,10065,8,"Private nonprofit, 0",7,8,15,0,0,0,0,0,0,0,0,0,1,1,1,2,0
4884,193283001,Mohawk Valley Community College,Main Campus,1101 SHERMAN DR,UTICA,NY,13501,4,"Public, 1",3392,3757,7149,0,0,0,0,0,0,0,0,0,1,1,1,1,1
4885,193283002,Mohawk Valley Community College,ROME CAMPUS,1101 FLOYD AVE,ROME,NY,13440,4,"Public, 1",3392,3757,7149,0,0,0,0,0,0,0,0,0,1,1,1,1,1
4886,193292001,Molloy College,Main Campus,1000 HEMPSTEAD AVE,ROCKVILLE CENTRE,NY,115715002,2,"Private nonprofit, 2",1059,3438,4497,0,0,0,0,0,0,0,0,0,1,1,1,2,2
4887,193308001,Monroe College,Bronx Campus,MONROE COLLEGE WAY,BRONX,NY,10468,3,"Private for-profit, 2",2486,4516,7002,0,0,0,0,0,0,2,0,0,1,1,1,3,2
4888,193308002,Monroe College,New Rochelle Campus,434 MAIN ST,NEW ROCHELLE,NY,10801,3,"Private for-profit, 2",2486,4516,7002,0,0,0,0,0,0,0,0,0,1,1,1,3,2
4899,193645001,The College of New Rochelle,Main Campus,29 CASTLE PL,NEW ROCHELLE,NY,108052339,2,"Private nonprofit, 2",417,3323,3740,0,1,0,0,0,0,0,0,0,1,1,1,2,2
4914,193821001,New York Law School,New York Law School,185 West Broadway,NEW YORK,NY,100132960,2,"Private nonprofit, 2",482,547,1029,0,0,0,0,0,0,0,0,0,1,1,1,2,2
4918,193900001,New York University,NYU Main Campus,70 WASHINGTON SQ SOUTH,NEW YORK,NY,10012,2,"Private nonprofit, 2",22121,27153,49274,0,1,0,0,0,0,0,0,0,1,1,1,2,2
4919,193900002,New York University,NYU Medical Center/School of Medicine,530 First Avenue,New York City,NY,100186481,2,"Private nonprofit, 2",22121,27153,49274,0,0,0,0,0,0,0,0,0,1,1,1,2,2
4936,193946001,Niagara County Community College,Main Campus,3111 SAUNDERS SETTLEMENT RD,SANBORN,NY,14132,4,"Public, 1",2710,3768,6478,0,1,1,0,0,0,0,0,0,1,1,1,1,1
4938,193973001,Niagara University,Main Campus,5795 Lewiston Road,NIAGARA UNIVERSITY,NY,14109,2,"Private nonprofit, 2",1518,2497,4015,0,0,0,0,0,0,0,0,0,1,1,1,2,2
4956,194310001,Pace University-New York,Pace University,1 PACE PLAZA,NEW YORK,NY,100381598,2,"Private nonprofit, 2",5074,7783,12857,0,0,0,0,0,0,0,0,0,1,1,1,2,2
4957,194310002,Pace University-New York,White Plains Law School/Graduate Center,78 North Broadway/1 Martine Ave,White Plains,NY,10603,2,"Private nonprofit, 2",5074,7783,12857,0,0,0,0,0,0,0,0,0,1,1,1,2,2
4958,194310003,Pace University-New York,Pleasantville/Briarcliff,861 Bedford Rd,Pleasantville,NY,10570,2,"Private nonprofit, 2",5074,7783,12857,0,0,0,0,0,0,0,0,0,1,1,1,2,2
4959,194392001,Paul Smiths College of Arts and Science,Paul Smith's College Main Campus,7777 State Route 30,PAUL SMITHS,NY,129700265,2,"Private nonprofit, 2",579,313,892,0,0,0,0,0,0,0,0,0,1,1,1,2,2
4963,194578001,Pratt Institute-Main,Pratt Institute,200 WILLOUGHBY AVE,BROOKLYN,NY,11205,2,"Private nonprofit, 2",1432,3258,4690,0,0,0,0,0,0,0,0,0,1,1,1,2,2
4964,194578002,Pratt Institute-Main,Pratt Manhattan,144 West 14 Street,NEW YORK,NY,10011,2,"Private nonprofit, 2",1432,3258,4690,0,0,0,0,0,0,0,0,0,1,1,1,2,2
4972,194763001,Rabbinical Seminary of America,Main Campus,76-01 147th Street,Flushing,NY,11367,2,"Private nonprofit, 2",500,0,500,0,0,0,0,0,0,0,0,0,1,1,1,2,2
4973,194824001,Rensselaer Polytechnic Institute,Rensselaer Polytechnic Institute,110 8TH ST,TROY,NY,121803590,2,"Private nonprofit, 2",4757,2078,6835,0,0,0,0,0,0,0,0,0,1,1,1,2,2
4975,194958001,Roberts Wesleyan College,Roberts Wesleyan College,2301 WESTSIDE DR,ROCHESTER,NY,14624,2,"Private nonprofit, 2",505,1257,1762,0,0,0,0,0,0,0,0,0,1,1,1,2,2
4976,195003001,Rochester Institute of Technology,Main Campus,1 LOMB MEMORIAL DR,ROCHESTER,NY,146235603,2,"Private nonprofit, 2",11009,5301,16310,0,0,0,0,0,0,0,0,0,1,1,1,2,2
4980,195030001,University of Rochester,Main Campus,500 Wilson Boulevard,Rochester,NY,146270011,2,"Private nonprofit, 2",5434,5626,11060,0,0,0,0,0,0,0,0,0,1,1,1,2,2
4984,195128001,The Sage Colleges,Russell Sage College for Women,65 First St.,TROY,NY,12180,2,"Private nonprofit, 2",567,2311,2878,0,0,0,0,0,0,0,0,0,1,1,1,2,2
4987,195164001,St Bonaventure University,Main Campus,3261 West State Road,ST BONAVENTURE,NY,14778,2,"Private nonprofit, 2",999,1151,2150,0,0,0,0,0,0,0,0,0,1,1,1,2,2
4988,195173001,St Francis College,Main Campus,180 Remsen Street,Brooklyn,NY,11201,2,"Private nonprofit, 2",1201,1548,2749,0,0,0,0,0,0,0,0,0,1,1,1,2,2
4990,195216001,St Lawrence University,St. Lawrence University,23 Romoda Drive,CANTON,NY,13617,2,"Private nonprofit, 2",1109,1310,2419,0,0,0,0,0,0,0,0,0,1,1,1,2,2
4994,195304001,Sarah Lawrence College,Sarah Lawrence College,ONE MEADWAY,BRONXVILLE,NY,107085940,2,"Private nonprofit, 2",473,1288,1761,0,0,0,0,0,0,0,0,0,1,1,1,2,2
4995,195322001,Schenectady County Community College,Main Campus,78 WASHINGTON AVE,SCHENECTADY,NY,12305,4,"Public, 1",2983,3514,6497,0,0,0,0,0,0,0,0,0,1,1,1,1,1
4997,195474001,Siena College,Main Campus,515 LOUDON RD,LOUDONVILLE,NY,122111462,2,"Private nonprofit, 2",1523,1656,3179,0,0,0,0,0,0,0,0,0,1,1,1,2,2
4998,195526001,Skidmore College,Skidmore College,815 N BROADWAY,SARATOGA SPRINGS,NY,12866,2,"Private nonprofit, 2",1070,1576,2646,0,0,0,0,0,0,0,0,0,1,1,1,2,2
5003,195702001,Saint Elizabeth College of Nursing,Main Campus,2215 GENESEE ST,UTICA,NY,13501,5,"Private nonprofit, 1",24,185,209,0,0,0,0,0,0,0,0,0,1,1,1,2,1
5007,195809001,St John's University-New York,Main Campus,8000 UTOPIA PKY,JAMAICA,NY,11439,2,"Private nonprofit, 2",8834,11611,20445,0,0,0,0,1,0,0,1,0,1,1,1,2,2
5008,195809002,St John's University-New York,STATEN ISLAND,300 HOWARD AVE.,STATEN ISLAND,NY,10301,2,"Private nonprofit, 2",8834,11611,20445,0,0,0,0,0,0,0,0,0,1,1,1,2,2
5017,196006001,SUNY College of Technology at Alfred,Alfred State College - Alfred Campus,10 Campus Drive,ALFRED,NY,14802,1,"Public, 2",2217,1444,3661,0,0,0,0,0,0,0,0,0,1,1,1,1,2
5022,196042001,Farmingdale State College,Main Campus,2350 Broadhollow Road,FARMINGDALE,NY,117351021,1,"Public, 2",4794,3600,8394,0,0,0,0,0,0,0,0,0,1,1,1,1,2
5023,196051001,Morrisville State College,Morrisville State College,State Route 20,MORRISVILLE,NY,134080901,1,"Public, 2",1502,1408,2910,0,0,0,0,1,0,0,0,0,1,1,1,1,2
5024,196060001,SUNY at Albany,Main Campus,1400 WASHINGTON AVE,ALBANY,NY,12222,1,"Public, 2",8378,8895,17273,0,0,0,0,0,0,0,0,0,1,1,1,1,2
5026,196079001,SUNY at Binghamton,Main Campus,"P. O. Box 6000, VESTAL PARKWAY EAST",BINGHAMTON,NY,139026000,1,"Public, 2",8743,7952,16695,0,1,1,0,0,0,0,0,0,1,1,1,1,2
5027,196088001,University at Buffalo,Main Campus,CAPEN HALL,BUFFALO,NY,142604900,1,"Public, 2",15879,14116,29995,0,0,0,0,1,0,0,2,0,1,1,1,1,2
5028,196097001,Stony Brook University,Stony Brook University,100 Nicolls Road,STONY BROOK,NY,11794,1,"Public, 2",12585,12022,24607,0,1,0,0,0,0,0,0,0,1,1,1,1,2
5029,196103001,SUNY College of Environmental Science and Forestry,SUNY College of Environmental Science and Forestry,ONE FORESTRY DR,SYRACUSE,NY,13210,1,"Public, 2",1194,1006,2200,0,0,0,0,0,0,0,0,0,1,1,1,1,2
5032,196121001,SUNY College at Brockport,Main Campus,350 NEW CAMPUS DR,BROCKPORT,NY,14420,1,"Public, 2",3561,4545,8106,0,0,0,0,1,0,0,0,0,1,1,1,1,2
5033,196130001,SUNY Buffalo State,Buffalo State College,1300 ELMWOOD AVE,BUFFALO,NY,142221095,1,"Public, 2",4542,6541,11083,0,0,0,0,0,0,0,0,0,1,1,1,1,2
5034,196149001,SUNY College at Cortland,Main Campus,PO BOX 2000,CORTLAND,NY,13045,1,"Public, 2",2935,4023,6958,0,0,1,0,4,0,0,3,0,1,1,1,1,2
5036,196167001,SUNY College at Geneseo,SUNY at Geneseo,1 College Circle,Geneseo,NY,144541477,1,"Public, 2",2348,3310,5658,0,1,1,0,0,0,0,1,1,1,1,1,1,2
5038,196185001,SUNY Oneonta,Main Campus,RAVINE PKY,ONEONTA,NY,13820,1,"Public, 2",2366,3735,6101,0,0,0,0,0,0,0,0,0,1,1,1,1,2
5039,196185002,SUNY Oneonta,Cooperstown Campus,5838 State Route 80,Cooperstown,NY,13326,1,"Public, 2",2366,3735,6101,0,0,0,0,0,0,0,0,0,1,1,1,1,2
5040,196194001,SUNY College at Oswego,Main Campus,Route 104 West,OSWEGO,NY,13126,1,"Public, 2",3859,4175,8034,0,0,1,0,1,0,0,0,0,1,1,1,1,2
5041,196200001,SUNY College at Potsdam,Main Campus,Pierrepont Avenue,Potsdam,NY,136762294,1,"Public, 2",1686,2293,3979,0,0,0,0,0,0,0,0,0,1,1,1,1,2
5045,196246001,SUNY College at Plattsburgh,Main Campus,101 Broad Street,PLATTSBURGH,NY,12901,1,"Public, 2",2530,3438,5968,0,0,1,0,0,0,0,0,0,1,1,1,1,2
5046,196246002,SUNY College at Plattsburgh,Queensbury,640 Bay Road,Queensbury,NY,128041445,1,"Public, 2",2530,3438,5968,0,0,0,0,0,0,0,0,0,1,1,1,1,2
5047,196255001,SUNY Downstate Medical Center,Downstate Medical Center,450 CLARKSON AVE,BROOKLYN,NY,11203,1,"Public, 2",699,1166,1865,0,0,0,0,0,0,0,0,0,1,1,1,1,2
5083,196307001,Upstate Medical University,SUNY Upstate Medical University,750 E ADAMS ST,SYRACUSE,NY,13210,1,"Public, 2",617,899,1516,0,2,0,0,2,1,0,0,0,1,1,1,1,2
5086,196413001,Syracuse University,Main Campus,900 S. Crouse Ave.,SYRACUSE,NY,13244,2,"Private nonprofit, 2",9900,11592,21492,1,1,0,0,1,0,0,0,3,1,1,1,2,2
5093,196413016,Syracuse University,"Greenberg House, Washington, D.C. Campus",2301 Calvert Street N.W.,Washington DC,DC,20008,2,"Private nonprofit, 2",9900,11592,21492,0,0,0,0,0,0,0,0,0,1,1,1,2,2
5094,196413017,Syracuse University,"SULA, Los Angeles Campus",4312 Woodman Avenue,Sherman Oaks,CA,91423,2,"Private nonprofit, 2",9900,11592,21492,0,0,0,0,0,0,0,0,0,1,1,1,2,2
5102,196565001,Tompkins Cortland Community College,Main Campus,170 NORTH ST,DRYDEN,NY,13053,4,"Public, 1",2527,3032,5559,0,0,0,0,0,0,0,3,0,1,1,1,1,1
5128,196653001,Trocaire College,Trocaire College,360 CHOATE AVE,BUFFALO,NY,142202094,2,"Private nonprofit, 2",197,1270,1467,0,0,0,0,0,0,0,0,0,1,1,1,2,2
5133,196866001,Union College,Main Campus,807 UNION ST,SCHENECTADY,NY,123082311,2,"Private nonprofit, 2",1216,1026,2242,0,0,0,0,0,0,0,0,0,1,1,1,2,2
5134,196884001,Union Theological Seminary in the City of New York,Main Campus,3041 BROADWAY,NEW YORK,NY,100275792,2,"Private nonprofit, 2",114,119,233,0,0,0,0,0,0,0,0,0,1,1,1,2,2
5141,197045001,Utica College,Main Campus,1600 BURRSTONE RD,UTICA,NY,135024892,2,"Private nonprofit, 2",1699,2550,4249,0,0,0,0,0,0,0,0,0,1,1,1,2,2
5151,197230001,Wells College,Wells College,170 STATE RTE 90,AURORA,NY,130260500,2,"Private nonprofit, 2",184,366,550,0,0,0,0,0,0,0,0,0,1,1,1,2,2
5154,197294001,SUNY Westchester Community College,Main Campus,75 GRASSLANDS RD,VALHALLA,NY,10595,4,"Public, 1",6665,7251,13916,0,0,0,0,0,0,0,0,0,1,1,1,1,1
5180,197832001,The Art Institute of Charlotte,The Art Institute of Charlotte,"Three LakePointe Plaze, 2110 Water Ridge Parkway",CHARLOTTE,NC,282174536,3,"Private for-profit, 2",520,609,1129,0,4,0,0,2,1,0,0,0,1,1,1,3,2
5185,197869001,Appalachian State University,Main Campus,B.B. Dougherty Admin. Building,BOONE,NC,28608,1,"Public, 2",8052,9974,18026,1,4,1,0,5,0,0,2,0,1,1,1,1,2
5189,197887001,Asheville-Buncombe Technical Community College,Asheville Campus,340 VICTORIA RD,ASHEVILLE,NC,288014897,4,"Public, 1",3307,4200,7507,0,0,0,0,0,0,0,0,0,1,1,1,1,1
5192,197911001,Barton College,Main Campus,"200 ACC DRIVE, NE",WILSON,NC,278932575,2,"Private nonprofit, 2",319,716,1035,0,0,0,0,0,0,0,1,0,1,1,1,2,2
5194,197984001,Belmont Abbey College,Main Campus,100 Belmont-Mt Holly Road,BELMONT,NC,280121802,2,"Private nonprofit, 2",670,890,1560,0,0,0,0,0,0,0,0,0,1,1,1,2,2
5195,197993001,Bennett College,Bennett College,900 E WASHINGTON ST,GREENSBORO,NC,274013239,2,"Private nonprofit, 2",0,633,633,0,0,0,0,0,0,0,0,0,1,1,1,2,2
5201,198118001,Caldwell Community College and Technical Institute,Main Campus,2855 Hickory Boulevard,Hudson,NC,28638,4,"Public, 1",1704,2172,3876,0,0,0,0,0,0,0,0,0,1,1,1,1,1
5208,198206001,Carteret Community College,Carteret Community College,3505 ARENDELL ST,MOREHEAD CITY,NC,285572989,4,"Public, 1",556,1103,1659,0,0,0,0,0,0,0,0,0,1,1,1,1,1
5210,198233001,Catawba Valley Community College,Catawba Valley Community College Main Campus,2550 HWY 70 SE,HICKORY,NC,286028302,4,"Public, 1",1975,2767,4742,0,0,0,0,0,0,0,0,0,1,1,1,1,1
5226,198260001,Central Piedmont Community College,CPCC CENTRAL CAMPUS,1201 Elizabeth Avenue,CHARLOTTE,NC,28204,4,"Public, 1",8792,11165,19957,0,0,0,0,0,0,0,0,0,1,1,1,1,1
5227,198260002,Central Piedmont Community College,CPCC MERANCAS CAMPUS,11930 Verhoeff Drive,Huntersville,NC,28078,4,"Public, 1",8792,11165,19957,0,0,0,0,0,0,0,0,0,1,1,1,1,1
5228,198260003,Central Piedmont Community College,CPCC CATO CAMPUS,8120 Grier Road,Charlotte,NC,28215,4,"Public, 1",8792,11165,19957,0,0,0,0,0,0,0,0,0,1,1,1,1,1
5229,198260004,Central Piedmont Community College,CPCC LEVINE CAMPUS,2800 Campus Ridge Rd,Matthews,NC,28105,4,"Public, 1",8792,11165,19957,0,0,0,0,0,0,0,0,0,1,1,1,1,1
5230,198260005,Central Piedmont Community College,CPCC HARPER CAMPUS,315 W. Hebron Street,Charlotte,NC,28273,4,"Public, 1",8792,11165,19957,0,0,0,0,0,0,0,0,0,1,1,1,1,1
5231,198260006,Central Piedmont Community College,CPCC HARRIS CAMPUS,3210 / 3216 CPCC Harris Campus Drive,Charlotte,NC,28208,4,"Public, 1",8792,11165,19957,0,0,0,0,0,0,0,0,0,1,1,1,1,1
5236,198330001,Coastal Carolina Community College,Coastal Carolina Community College,444 WESTERN BLVD,JACKSONVILLE,NC,285466877,4,"Public, 1",1785,2570,4355,0,0,0,0,0,0,0,0,0,1,1,1,1,1
5243,198419001,Duke University,Main Campus,207 ALLEN BLDG. BOX 90001,DURHAM,NC,27708,2,"Private nonprofit, 2",7965,7891,15856,0,0,0,0,2,0,1,2,0,1,1,1,2,2
5245,198455001,Durham Technical Community College,Main Campus,1637 Lawson Street,Durham,NC,27703,4,"Public, 1",1996,3039,5035,0,0,0,0,0,0,0,0,0,1,1,1,1,1
5248,198464001,East Carolina University,East Carolina University,EAST FIFTH STREET,GREENVILLE,NC,278584353,1,"Public, 2",11060,16451,27511,0,0,2,0,6,0,0,5,3,1,1,1,1,2
5249,198464002,East Carolina University,East Carolina University Brody School of Medicine,600 Moye Boulevard,Greenville,NC,27834,1,"Public, 2",11060,16451,27511,0,0,0,0,0,0,0,1,0,1,1,1,1,2
5251,198491002,Edgecombe Community College,Edgecombe Community College-Rocky Mount Campus,225 Tarboro Street,Rocky Mount,NC,27801,4,"Public, 1",675,1877,2552,0,0,0,0,0,0,0,0,0,1,1,1,1,1
5252,198507001,Elizabeth City State University,Elizabeth City State University,1704 WEEKSVILLE RD,ELIZABETH CITY,NC,27909,1,"Public, 2",762,1105,1867,0,0,0,0,0,0,1,0,0,1,1,1,1,2
5253,198516001,Elon University,Elon University,100 Campus Drive,Elon,NC,272442010,2,"Private nonprofit, 2",2627,3856,6483,0,0,0,0,0,0,0,0,0,1,1,1,2,2
5255,198534001,Fayetteville Technical Community College,Fayetteville Technical Community College,2201 HULL RD,FAYETTEVILLE,NC,283030236,4,"Public, 1",4828,7275,12103,0,0,0,0,0,0,0,0,0,1,1,1,1,1
5256,198543001,Fayetteville State University,Fayetteville State University,1200 MURCHISON RD,FAYETTEVILLE,NC,283014298,1,"Public, 2",1797,4102,5899,0,0,0,0,0,0,0,0,0,1,1,1,1,2
5263,198561001,Gardner-Webb University,Main Campus,110 MAIN ST,BOILING SPRINGS,NC,28017,2,"Private nonprofit, 2",1470,3000,4470,0,0,0,0,0,0,0,0,0,1,1,1,2,2
5264,198570001,Gaston College,Main Campus,201 HWY 321 SOUTH,DALLAS,NC,28034,4,"Public, 1",2001,3776,5777,0,0,0,0,0,0,0,0,0,1,1,1,1,1
5267,198598001,Greensboro College,Main Campus,815 W MARKET ST,GREENSBORO,NC,274011875,2,"Private nonprofit, 2",434,471,905,0,0,0,0,0,0,0,0,0,1,1,1,2,2
5275,198668001,Haywood Community College,Haywood Community College,185 FREEDLANDER DR,CLYDE,NC,28721,4,"Public, 1",772,1297,2069,0,0,0,0,0,0,0,0,0,1,1,1,1,1
5277,198695001,High Point University,Main Campus,833 MONTLIEU AVE,HIGH POINT,NC,272623598,2,"Private nonprofit, 2",1752,2647,4399,0,0,0,0,0,0,0,0,0,1,1,1,2,2
5284,198774001,Johnston Community College,Main Campus,245 COLLEGE ROAD,SMITHFIELD,NC,275772350,4,"Public, 1",1418,2603,4021,0,3,0,0,0,0,0,0,0,1,1,1,1,1
5286,198817001,Lenoir Community College,Main Campus,231 HIGHWAY 58 SOUTH,KINSTON,NC,285020188,4,"Public, 1",1142,1817,2959,0,0,0,0,0,0,0,0,0,1,1,1,1,1
5292,198862001,Livingstone College,Main Campus,701 West Monroe Street,Salisbury,NC,28144,2,"Private nonprofit, 2",689,612,1301,0,0,0,0,0,0,0,0,0,1,1,1,2,2
5295,198905001,Martin Community College,Martin Community College,1161 Kehukee Park Road,Williamston,NC,278928307,4,"Public, 1",182,295,477,0,0,0,0,0,0,0,0,0,1,1,1,1,1
5296,198914001,Mayland Community College,Main Campus,200 Mayland Drive,Spruce Pine,NC,28777,4,"Public, 1",367,606,973,0,0,0,0,0,0,0,0,0,1,1,1,1,1
5309,199032001,Montreat College,Montreat Campus,310 GAITHER CIR,MONTREAT,NC,287571267,2,"Private nonprofit, 2",388,545,933,0,0,0,0,0,0,0,0,0,1,1,1,2,2
5310,199032002,Montreat College,Asheville,29 Turtle Creek Drive,Asheville,NC,28803,2,"Private nonprofit, 2",388,545,933,0,0,0,0,0,0,0,0,0,1,1,1,2,2
5311,199032003,Montreat College,Charlotte,"212 S. Tryon St., Ste. 1700",Charlotte,NC,28202,2,"Private nonprofit, 2",388,545,933,0,0,0,0,0,0,0,0,0,1,1,1,2,2
5321,199102001,North Carolina A & T State University,North Carolina A&T State University,1601 E. Market Street,Greensboro,NC,27411,1,"Public, 2",4847,5878,10725,0,0,0,0,1,0,0,0,0,1,1,1,1,2
5323,199111001,University of North Carolina at Asheville,University of North Carolina Asheville,One University Heights,Asheville,NC,288048510,1,"Public, 2",1688,2157,3845,0,0,0,0,0,0,0,0,0,1,1,1,1,2
5324,199120001,University of North Carolina at Chapel Hill,The University of North Carolina at Chapel Hill,"CB 9100, 103 South Building UNC-Chapel Hill",CHAPEL HILL,NC,275999100,1,"Public, 2",12654,16481,29135,0,3,1,1,2,3,0,16,30,1,1,1,1,2
5325,199139001,University of North Carolina at Charlotte,Main Campus,9201 UNIVERSITY CITY BLVD,CHARLOTTE,NC,282230001,1,"Public, 2",13761,13477,27238,0,0,0,0,0,1,0,0,75,1,1,1,1,2
5327,199148001,University of North Carolina at Greensboro,UNCG - Main Campus,1000 SPRING GARDEN STREET,GREENSBORO,NC,274026170,1,"Public, 2",6304,12343,18647,0,0,0,0,3,0,0,0,0,1,1,1,1,2
5329,199157001,North Carolina Central University,North Carolina Central University,1801 FAYETTEVILLE ST,DURHAM,NC,27707,1,"Public, 2",2560,5127,7687,0,1,1,0,0,0,0,0,0,1,1,1,1,2
5330,199184001,University of North Carolina School of the Arts,Main Campus,1533 S MAIN ST,WINSTON SALEM,NC,271272188,1,"Public, 2",496,462,958,0,0,0,0,0,0,0,0,4,1,1,1,1,2
5331,199193001,North Carolina State University at Raleigh,Main Campus,2101 Hillsborough Street,RALEIGH,NC,276957001,1,"Public, 2",18945,15044,33989,0,1,0,0,0,1,0,1,0,1,1,1,1,2
5336,199263001,Pamlico Community College,Main Campus,5049 HWY 306S,GRANTSBORO,NC,28529,4,"Public, 1",199,211,410,0,0,0,0,0,0,0,0,0,1,1,1,1,1
5337,199272001,William Peace University,William Peace University,15 East Peace Street,Raleigh,NC,27604,2,"Private nonprofit, 2",375,702,1077,0,0,0,0,0,0,0,6,0,1,1,1,2,2
5338,199281001,University of North Carolina at Pembroke,Main Campus,ONE UNIVERSITY DRIVE,PEMBROKE,NC,283721510,1,"Public, 2",2364,3905,6269,0,0,0,0,0,0,0,0,0,1,1,1,1,2
5341,199324001,Piedmont Community College,Main Campus,1715 COLLEGE DR,ROXBORO,NC,27573,4,"Public, 1",549,926,1475,0,1,0,0,0,0,0,0,0,1,1,1,1,1
5342,199324002,Piedmont Community College,Caswell County Campus,"331 Piedmont Drive,",Yanceyville,NC,27379,4,"Public, 1",549,926,1475,0,0,0,0,0,0,0,0,0,1,1,1,1,1
5344,199412001,Queens University of Charlotte,Main Campus,1900 SELWYN AVE,CHARLOTTE,NC,282740001,2,"Private nonprofit, 2",668,1580,2248,0,0,0,0,0,0,0,0,0,1,1,1,2,2
5350,199476001,Robeson Community College,Robeson Community College,5160 Fayetteville Rd,LUMBERTON,NC,28360,4,"Public, 1",579,1409,1988,0,0,0,0,0,0,0,0,0,1,1,1,1,1
5351,199485001,Rockingham Community College,Main Campus,HWY 65W COUNTY HOME RD,WENTWORTH,NC,273750038,4,"Public, 1",642,955,1597,0,0,0,0,0,0,0,0,0,1,1,1,1,1
5357,199582001,Saint Augustine's University,Main Campus,1315 Oakwood Avenue,Raleigh,NC,276102298,2,"Private nonprofit, 2",515,501,1016,0,0,0,0,0,0,0,0,0,1,1,1,2,2
5362,199643001,Shaw University,Main Campus,118 E SOUTH ST,RALEIGH,NC,27601,2,"Private nonprofit, 2",773,1029,1802,0,0,0,0,0,0,0,0,0,1,1,1,2,2
5374,199698001,St Andrews University,Main Campus,1700 DOGWOOD MILE,LAURINBURG,NC,283525521,2,"Private nonprofit, 2",300,351,651,0,0,0,0,0,0,0,0,0,1,1,1,2,2
5376,199722001,Southeastern Community College,Main Campus,4564 CHADBOURN HWY,WHITEVILLE,NC,284725422,4,"Public, 1",489,859,1348,0,0,0,0,0,0,0,0,0,1,1,1,1,1
5381,199740001,Stanly Community College,Main Campus Stanly Community College,141 COLLEGE DR,ALBEMARLE,NC,28001,4,"Public, 1",821,1924,2745,0,0,0,0,0,0,0,0,0,1,1,1,1,1
5382,199740002,Stanly Community College,Crutchfield Campus,102 Stanly Parkway,Locust,NC,28097,4,"Public, 1",821,1924,2745,0,0,0,0,0,0,0,0,0,1,1,1,1,1
5391,199795001,Tri-County Community College,Main Campus,21 Campus Circle,MURPHY,NC,28906,4,"Public, 1",479,794,1273,0,0,0,0,0,0,0,0,0,1,1,1,1,1
5396,199847001,Wake Forest University,Main Campus,1834 Wake Forest Rd.,WINSTON SALEM,NC,27109,2,"Private nonprofit, 2",3796,3992,7788,0,0,0,0,0,46,0,0,0,1,1,1,2,2
5411,199892001,Wayne Community College,Wayne Community College,3000 Wayne Memorial Drive,Goldsboro,NC,275348002,4,"Public, 1",1351,2000,3351,0,0,0,0,0,0,0,0,0,1,1,1,1,1
5412,199908001,Western Piedmont Community College,Main Campus,1001 BURKEMONT AVE,MORGANTON,NC,286554511,4,"Public, 1",798,1258,2056,0,0,0,0,0,0,0,0,0,1,1,1,1,1
5413,199926001,Wilkes Community College,Main Campus,1328 SOUTH COLLEGIATE DR,WILKESBORO,NC,28697,4,"Public, 1",1226,1492,2718,0,0,0,0,0,0,0,0,0,1,1,1,1,1
5417,199953001,Wilson Community College,Wilson Community College,902 HERRING AVE,WILSON,NC,278933310,4,"Public, 1",584,1193,1777,0,0,0,0,0,0,0,0,0,1,1,1,1,1
5418,199962001,Wingate University,Wingate University (Main Campus),P.O. Box 159,WINGATE,NC,281740157,2,"Private nonprofit, 2",1234,1800,3034,0,0,0,0,0,0,0,1,0,1,1,1,2,2
5423,199999001,Winston-Salem State University,Winston Salem State University,601 MARTIN LUTHER KING JR. DR.,WINSTON-SALEM,NC,271100001,1,"Public, 2",1453,3767,5220,2,27,7,7,31,14,0,0,0,1,1,1,1,2
5424,200004001,Western Carolina University,Main Campus,Western Carolina University,CULLOWHEE,NC,287239646,1,"Public, 2",4536,5846,10382,0,0,0,0,0,0,0,0,0,1,1,1,1,2
5427,200022001,Bismarck State College,Main Campus,1500 Edwards Avenue,Bismarck,ND,585065587,1,"Public, 2",2271,1731,4002,0,0,0,0,1,0,0,4,1,1,1,1,1,2
5432,200156001,University of Jamestown,Main Campus,6000 College Lane,JAMESTOWN,ND,58405,2,"Private nonprofit, 2",442,528,970,0,0,0,0,0,0,0,0,0,1,1,1,2,2
5434,200192001,Lake Region State College,Lake Region State College,1801 COLLEGE DR N,DEVILS LAKE,ND,583011598,4,"Public, 1",901,1087,1988,0,0,0,0,0,0,0,0,0,1,1,1,1,1
5442,200217001,University of Mary,Main Campus,7500 UNIVERSITY DRIVE,BISMARCK,ND,58504,2,"Private nonprofit, 2",972,1837,2809,0,0,3,0,0,0,0,0,0,1,1,1,2,2
5453,200280001,University of North Dakota,Main Campus,3851 Campus Road Stop 9035,Grand Forks,ND,582029035,1,"Public, 2",7844,7062,14906,0,1,2,0,5,15,0,6,16,1,1,1,1,2
